SYMBOL,CURRENT PRICE,INDUSTRY,PE,FORWARD PE,EPS,PEG,EPS ESTIMATE,RECOMMENDATION
MCS,13.92,Consumer%2bServices,21.42,NE,0.65,-.41,1.61,1.67
HZO,20.86,Consumer%2bServices,11.65,14.18,1.79,.01,1.63,1.71
MAR,89.68,Consumer%2bServices,32.14,111.75,2.79,18.47,6,2.68
MHH,21.68,Consumer%2bServices,20.45,31.49,1.06,1.26,0.99,
MATX,29.38,Consumer%2bServices,17.08,37.02,1.72,.04,1.91,1.67
MCD,186.56,Consumer%2bServices,24.45,33.42,7.63,4.55,7.84,1.65
MDRR,2.5,Consumer%2bServices,NE,,-0.97,N/A,,0
MDRRP,13,Consumer%2bServices,,,,,,
MDIA,6.95,Consumer%2bServices,,,,N/A,,
MPW,19.25,Consumer%2bServices,23.77,12.27,0.81,1.99,1.3,1.4
MLCO,16.44,Consumer%2bServices,NE,NE,-0.23,-1.40,0.94,1
MDP,15.28,Consumer%2bServices,NE,,-7.27,N/A,,1
METXW,0.8298,Consumer%2bServices,,,,,,
MFA,2.54,Consumer%2bServices,NE,3.43,-1.41,.00,,3
MFO,23.12,Consumer%2bServices,,,,,,
MGP,28.24,Consumer%2bServices,85.58,12.03,0.33,3.58,2.33,1.33
MGM,18.21,Consumer%2bServices,3.28,NE,5.55,-1.38,0.77,2.75
MAA,114.68,Consumer%2bServices,40.67,18.92,2.82,.02,6.55,2.31
MG,4.45,Consumer%2bServices,NE,NE,-3,-1.12,0.35,2.75
MKGI,1.73,Consumer%2bServices,,,,N/A,,0
MCRI,35.74,Consumer%2bServices,24.82,NE,1.44,-.12,1.94,1
MNR,14.49,Consumer%2bServices,NE,18.14,-0.52,.02,0.85,1.8
MNRO,56.56,Consumer%2bServices,33.08,54.74,1.71,3.65,2,3
MSGN,10.61,Consumer%2bServices,4.18,4.09,2.54,.60,2.46,4.22
GRIL,2.23,Consumer%2bServices,,,,N/A,,
NATH,60.94,Consumer%2bServices,19.04,,3.20,N/A,,
NCMI,3.275,Consumer%2bServices,7.8,NE,0.42,-1.75,0.47,2.67
NHI,59.93,Consumer%2bServices,14.24,11.30,4.21,.01,5.5,2.75
NNN,35.84,Consumer%2bServices,24.38,13.45,1.47,9.54,2.76,2.17
NSA,28.27,Consumer%2bServices,NE,19.27,-0.20,.02,1.54,2.11
NGVC,12.03,Consumer%2bServices,18.23,20.08,0.66,.02,,
NFLX,453.72,Consumer%2bServices,91.85,69.96,4.94,2.33,4.13,1.98
NEN,53.275,Consumer%2bServices,1.01,,52.50,N/A,,
EDU,136.9,Consumer%2bServices,49.24,47.75,2.78,.05,,1
NRZ,7.45,Consumer%2bServices,NE,6.25,-2.89,.01,2.17,1.63
SNR,3.76,Consumer%2bServices,18.8,7.43,0.20,.01,0.67,1.67
NYMT,2.67,Consumer%2bServices,NE,NE,-1.28,.00,0.64,2.6
NYMTM,20.49,Consumer%2bServices,,,,,,
NYMTN,20.65,Consumer%2bServices,,,,,,
NYMTO,20.75,Consumer%2bServices,,,,,,
NYMTP,20.62,Consumer%2bServices,,,,,,
NYT,41.9,Consumer%2bServices,48.72,56.73,0.86,.06,0.92,2.33
NWS,11.875,Consumer%2bServices,NE,,-1.58,N/A,,4
NWSA,11.86,Consumer%2bServices,NE,70.18,-1.58,.07,0.46,4.23
NREF,16.39,Consumer%2bServices,,,,.01,999,1.33
NXRT,34.84,Consumer%2bServices,6.56,17.41,5.31,.02,2.2,1.52
NXST,86.255,Consumer%2bServices,12.41,5.82,6.95,.58,5.04,1
NDLS,5.775,Consumer%2bServices,NE,NE,-0.06,-1.39,0.18,1.67
NAT,4.45,Consumer%2bServices,29.67,5.04,0.15,.01,-0.07,2.5
JWN,17.07,Consumer%2bServices,NE,NE,-0.39,-1.55,3.37,3.21
NCLH,18.22,Consumer%2bServices,NE,NE,-5.04,-.58,5.09,2.21
NCLH,18.22,Consumer%2bServices,NE,NE,-5.04,-.58,5.09,2.21
NTN,3.15,Consumer%2bServices,NE,,-1.02,N/A,,
NVEE,47.62,Consumer%2bServices,26.9,16.59,1.77,1.16,3.19,2.33
NXTD,0.5082,Consumer%2bServices,,,,N/A,,3
OMEX,4.66,Consumer%2bServices,NE,,-1.29,N/A,,
ODP,2.3,Consumer%2bServices,9.2,5.50,0.25,.80,0.41,4.5
OLLI,102.09,Consumer%2bServices,49.32,45.79,2.07,2.39,1.96,1.58
OHI,29.56,Consumer%2bServices,18.14,10.59,1.63,5.95,3.07,2.18
OLP,17.14,Consumer%2bServices,16.02,10.93,1.07,.01,1.98,3
ONE,4.04,Consumer%2bServices,,,,-.04,999,1
OSW,5.7,Consumer%2bServices,NE,NE,-3.16,-.02,0.16,1.4
ONEW,22.63,Consumer%2bServices,,,,.02,999,2
ORBC,3.85,Consumer%2bServices,NE,NE,-0.25,-.01,-0.23,1
ORC,4.52,Consumer%2bServices,NE,6.14,-1.19,.01,,3
ORLY,422.18,Consumer%2bServices,23.7,26.07,17.81,1.88,17.88,2.03
OUT,16.02,Consumer%2bServices,16.52,20.76,0.97,2.30,2.33,1.86
OSTK,24.71,Consumer%2bServices,NE,,-2.71,N/A,,1
PAE,11.24,Consumer%2bServices,,,,.02,0.07,1.33
PAEWW,2.9,Consumer%2bServices,,,,,,
PZZA,83.1,Consumer%2bServices,4155,55.74,0.02,6.97,1.17,1.92
PGRE,7.86,Consumer%2bServices,NE,8.44,-0.17,7.03,0.98,1.75
PK,10.71,Consumer%2bServices,NE,50,-1.96,.05,2.88,3
PRTY,1.8,Consumer%2bServices,NE,NE,-11.19,-1.38,0.45,3
PAYX,73.97,Consumer%2bServices,24.09,25.18,3.07,3.15,2.84,3.21
CNXN,45.03,Consumer%2bServices,14.16,15.11,3.18,.02,3.12,2
PSO,7.23,Consumer%2bServices,,,,.02,,3
PEB,13.57,Consumer%2bServices,14.91,NE,0.91,-1.92,2.63,3.25
PENN,32.14,Consumer%2bServices,NE,NE,-5.24,-.01,0.37,1.85
PEI,1.36,Consumer%2bServices,NE,2.46,-0.50,.00,1.05,4.5
PMT,16.69,Consumer%2bServices,NE,NE,-4.23,-.01,2.42,2.2
PRDO,15.7,Consumer%2bServices,15.24,10.46,1.03,.70,1.37,1
PFMT,0.65,Consumer%2bServices,NE,NE,-0.57,-.02,-0.4,3
FENG,1.62,Consumer%2bServices,1.07,,1.52,N/A,,1
DNK,8.625,Consumer%2bServices,,,,N/A,,
DOC,17.83,Consumer%2bServices,43.49,17.65,0.41,11.24,0.99,1.87
PDM,16.63,Consumer%2bServices,11.16,8.86,1.49,.01,1.79,2
PLNT,66.14,Consumer%2bServices,55.58,105.33,1.19,6.07,1.59,1.53
PLYA,3.62,Consumer%2bServices,NE,NE,-0.53,.00,0.07,2.2
PLYM,13.67,Consumer%2bServices,NE,7.32,-2.53,.01,1.98,1.5
PSTL,16.2,Consumer%2bServices,NE,18.54,-0.44,.02,999,1
PBPB,2.38,Consumer%2bServices,NE,NE,-0.80,-.12,-0.1,3.33
PCH,38.3,Consumer%2bServices,81.49,156.96,0.47,.16,0.8,1.6
PW,25.69,Consumer%2bServices,,,,N/A,,
APTS,7.48,Consumer%2bServices,NE,7.31,-6.52,.01,1.37,3
PINC,34.86,Consumer%2bServices,NE,13.30,-10.49,1.26,2.27,2.06
PRGX,3.65,Consumer%2bServices,NE,22.47,-0.57,1.50,-0.18,1
PSMT,57.03,Consumer%2bServices,21.77,,2.62,N/A,,3
PLD,91.87,Consumer%2bServices,35.06,26.49,2.62,3.69,3.31,1.18
PSB,131.82,Consumer%2bServices,29.23,20.51,4.51,.02,6.78,4
PSA,190.59,Consumer%2bServices,25.93,18.62,7.35,5.14,10.75,2.64
PSA^B,25.62,Consumer%2bServices,,,,,,
PSA^C,25.54,Consumer%2bServices,,,,,,
PSA^D,25.32,Consumer%2bServices,,,,,,
PSA^E,25.11,Consumer%2bServices,,,,,,
PSA^F,25.77,Consumer%2bServices,,,,,,
PSA^K,25.4,Consumer%2bServices,,,,,,
NEW,6,Consumer%2bServices,NE,,-0.54,N/A,,1
QTS,63.08,Consumer%2bServices,NE,27.45,-0.29,.03,2.63,1.45
QUOT,7.44,Consumer%2bServices,NE,NE,-0.46,-.01,-0.34,1.72
QRTEA,9.25,Consumer%2bServices,NE,4.92,-1.28,.32,1.93,2.4
QRTEB,9.42,Consumer%2bServices,NE,,-1.28,N/A,,
QVCC,21.63,Consumer%2bServices,,,,,,
QVCD,22.23,Consumer%2bServices,,,,,,
RCM,11.315,Consumer%2bServices,NE,143.13,-0.02,13.01,-0.08,1.57
RYN,25.08,Consumer%2bServices,54.52,198.58,0.46,.20,0.46,2.2
RICK,15.13,Consumer%2bServices,17.39,16.42,0.87,1.37,2.31,
RDI,4.08,Consumer%2bServices,NE,,-1.20,N/A,,1
RDIB,17.5,Consumer%2bServices,,,,,,
RC,8.63,Consumer%2bServices,NE,8.36,-0.03,.01,1.54,1.83
RCA,21.92,Consumer%2bServices,,,,,,
RCB,18.99,Consumer%2bServices,,,,,,
RCP,24.015,Consumer%2bServices,,,,,,
O,61.53,Consumer%2bServices,42.14,18.64,1.46,5.88,3.32,1.84
RLH,2,Consumer%2bServices,NE,,-0.89,N/A,,1
RRGB,11.42,Consumer%2bServices,NE,NE,-14.17,-.10,0.62,3.2
RRR,12.07,Consumer%2bServices,NE,NE,-2.41,.00,0.18,1.86
RWT,6.61,Consumer%2bServices,NE,6.95,-7.29,.01,1.58,2
REG,44.635,Consumer%2bServices,60.32,13.54,0.74,5.33,3.89,2
RGS,8.62,Consumer%2bServices,NE,9.20,-2.88,.01,1.38,1
RELX,23.5,Consumer%2bServices,,,,2.89,,2
MARK,2.43,Consumer%2bServices,NE,NE,-0.59,-.01,-0.52,1
QSR,54.17,Consumer%2bServices,23.35,28.72,2.32,3.14,2.72,1.69
ROIC,11.135,Consumer%2bServices,26.51,11.43,0.42,.01,1.1,2.64
RPAI,6.47,Consumer%2bServices,43.13,7.17,0.15,.01,1.08,2.5
RVLV,16.31,Consumer%2bServices,NE,79.10,-0.26,4.81,0.62,2.21
REXR,40.99,Consumer%2bServices,85.4,32.94,0.48,8.74,1.23,2
RH,250.12,Consumer%2bServices,33.26,22.21,7.52,2.41,11.66,1.8
RNET,2.11,Consumer%2bServices,NE,,-1.71,N/A,,3
REDU,3.74,Consumer%2bServices,187,NE,0.02,-.01,0.53,3
RLJ,9.67,Consumer%2bServices,35.81,NE,0.27,-.03,2.03,2.7
RCI,41.62,Consumer%2bServices,14.16,16.81,2.94,4.11,3.13,1.92
ROKU,128.5,Consumer%2bServices,NE,NE,-0.88,-6.44,-0.52,2.21
ROST,93.31,Consumer%2bServices,36.17,54.99,2.58,5.50,4.58,1.59
RCL,55.27,Consumer%2bServices,65.8,NE,0.84,.00,9.54,2.15
RPT,6.71,Consumer%2bServices,7.71,8.05,0.87,4.57,1.08,3.38
RTW,0.2954,Consumer%2bServices,NE,,-0.96,N/A,,
RUHN,3.08,Consumer%2bServices,NE,,-0.16,N/A,,
RUTH,8.41,Consumer%2bServices,10.01,NE,0.84,-.01,1.43,2.8
RYB,2.9601,Consumer%2bServices,NE,NE,-0.97,.00,0.05,3.7
R,37.39,Consumer%2bServices,NE,NE,-3.44,-.02,4.96,2.14
RHP,35.18,Consumer%2bServices,25.49,NE,1.38,-.02,6.86,2.29
SBRA,14.46,Consumer%2bServices,15.22,9.33,0.95,.01,1.86,2.55
SACC,22.7086,Consumer%2bServices,,,,,,
SACH,3.06,Consumer%2bServices,10.93,10.79,0.28,.01,,3
SCCB,23.37,Consumer%2bServices,,,,,,
SAFE,64.58,Consumer%2bServices,68.7,51.16,0.94,.05,0.89,3
SGA,26.01,Consumer%2bServices,11.41,,2.28,N/A,,
SALM,1.65,Consumer%2bServices,NE,NE,-3.13,.00,-0.3,1
SBH,11.97,Consumer%2bServices,6.88,11.54,1.74,2.81,2.26,3.26
BFS,32.49,Consumer%2bServices,20.83,11.29,1.56,.01,3.08,3
SBAC,302.3,Consumer%2bServices,NE,33.44,-0.08,.03,8.49,1.31
SCHL,30.1,Consumer%2bServices,NE,NE,-0.41,-.02,1.08,3
WORX,5.755,Consumer%2bServices,,,,N/A,,
SE,106.94,Consumer%2bServices,NE,NE,-2.12,-.04,-2.27,1.36
SEAS,16.03,Consumer%2bServices,18.86,NE,0.85,-.01,1.58,1.78
SECO,3.61,Consumer%2bServices,8.6,,0.42,N/A,,0
SCI,39.84,Consumer%2bServices,19.82,26.75,2.01,2.48,1.9,1.33
SVC,8.49,Consumer%2bServices,,,,.00,3.78,1
SERV,35.56,Consumer%2bServices,67.09,45.22,0.53,28.44,1.35,1.65
SGBX,2.68,Consumer%2bServices,NE,,-18.07,N/A,,
SHAK,54.51,Consumer%2bServices,106.88,NE,0.51,-6.16,0.72,3
SJR,16.98,Consumer%2bServices,16.33,17.94,1.04,5.20,1.08,1.75
SHW,584.67,Consumer%2bServices,33.78,29.33,17.31,3.41,21.12,2.11
SCVL,26.16,Consumer%2bServices,31.9,130.90,0.82,.13,2.79,1
SIG,11.12,Consumer%2bServices,NE,NE,-2.39,-1.08,3.88,4
SPG,67.12,Consumer%2bServices,10.39,6.49,6.46,1.30,12.04,2.54
SBGI,19.07,Consumer%2bServices,11.7,11.95,1.63,.01,2.97,2.67
SIRI,5.96,Consumer%2bServices,25.91,26.35,0.23,1.86,0.2,1.62
SITC,7.56,Consumer%2bServices,22.91,7.75,0.33,.01,1.27,2.93
SIX,21.91,Consumer%2bServices,11.41,NE,1.92,-.01,2.24,2.17
SLG,51.87,Consumer%2bServices,12.87,7.88,4.03,2.94,7,2.73
WORK,33.13,Consumer%2bServices,NE,NE,-1.43,-.06,-1.42,2
SOHO,2.96,Consumer%2bServices,NE,NE,-0.45,-.01,1.11,2
SOHOB,10.6967,Consumer%2bServices,,,,,,
SOHON,10.98,Consumer%2bServices,,,,,,
SOHOO,10.75,Consumer%2bServices,,,,,,
SP,20.85,Consumer%2bServices,NE,17.51,-0.45,1.75,2.73,1
LOV,3.45,Consumer%2bServices,,,,-.03,,1
SRC,35.73,Consumer%2bServices,29.77,15.83,1.20,.02,3.34,2.23
SPWH,12.48,Consumer%2bServices,22.29,16.68,0.56,.02,0.47,1.5
SPOT,231.29,Consumer%2bServices,NE,NE,-1.54,-.16,-1.15,2.28
FUND,5.86,Consumer%2bServices,,,,,,
SFM,22.31,Consumer%2bServices,14.21,13.20,1.57,1.43,1.25,2.73
JOE,19.26,Consumer%2bServices,49.38,,0.39,N/A,,
STAG,29.1,Consumer%2bServices,40.99,16.26,0.71,9.40,1.84,1.7
STN,30.5,Consumer%2bServices,24.02,21.60,1.27,.02,1.52,1.75
SGU,8.12,Consumer%2bServices,21.95,,0.37,N/A,,
SBUX,75.4,Consumer%2bServices,26.83,95.39,2.81,6.94,2.83,2.29
STWD,15.2,Consumer%2bServices,11.97,9.29,1.27,.01,1.71,1.17
SMRT,0.429,Consumer%2bServices,NE,,-0.22,N/A,,
SFIX,24.17,Consumer%2bServices,NE,NE,-0.15,-4.18,0.36,1.93
STON,0.89,Consumer%2bServices,,,,N/A,,
STOR,24.5,Consumer%2bServices,18.99,13.55,1.29,.01,1.99,2.36
STRA,145.93,Consumer%2bServices,30.79,20.07,4.74,1.34,6.67,1
STRS,18.1,Consumer%2bServices,NE,,-0.41,N/A,,
MSC,16,Consumer%2bServices,NE,NE,-0.66,.00,0.75,3.7
SPH,16.32,Consumer%2bServices,28.14,33.69,0.58,.03,1.1,3.5
INN,6.09,Consumer%2bServices,16.46,NE,0.37,-.09,1.25,1.17
SUI,142.36,Consumer%2bServices,115.74,29,1.23,3.87,4.92,1.8
STG,1.43,Consumer%2bServices,NE,,-0.29,N/A,,
STKL,4.72,Consumer%2bServices,NE,NE,-0.37,-.03,-0.37,1
SHO,8.69,Consumer%2bServices,NE,NE,-0.27,-.03,1.12,2.73
SLGG,2.57,Consumer%2bServices,NE,NE,-2.32,.00,-2.63,1.67
TLRD,1,Consumer%2bServices,NE,,-1.68,N/A,,0
TKAT,1.28,Consumer%2bServices,NE,,-0.36,N/A,,
TAL,67.05,Consumer%2bServices,NE,104.16,-0.13,.10,,1
SKT,7.17,Consumer%2bServices,NE,4.57,-0.03,.00,2.27,4.4
TEDU,1.72,Consumer%2bServices,,,,N/A,,
TGT,120.56,Consumer%2bServices,22.33,23.65,5.40,3.91,6.39,1.59
TH,1.96,Consumer%2bServices,7.84,NE,0.25,-.84,0.48,3
THWWW,0.14,Consumer%2bServices,,,,,,
TCO,37.31,Consumer%2bServices,11.1,12.21,3.36,.01,3.71,3.2
TISI,5.31,Consumer%2bServices,NE,NE,-6.81,.00,,1
TGP,12.81,Consumer%2bServices,14.23,4.81,0.90,.00,1.79,2.33
TNK,14.24,Consumer%2bServices,3.52,1.42,4.05,.47,1.91,1
TGNA,10.96,Consumer%2bServices,8.06,6.27,1.36,.63,1.38,1.86
TME,13.58,Consumer%2bServices,41.15,37.79,0.33,1.72,0.37,2
TTEK,77.01,Consumer%2bServices,29.62,24.07,2.60,1.60,3.17,2
TXRH,50.895,Consumer%2bServices,25.58,591.33,1.99,59.13,2.46,2.67
ANDE,14.27,Consumer%2bServices,NE,NE,-0.18,-.01,,3
CAKE,22.92,Consumer%2bServices,10.61,NE,2.16,-1.39,2.61,2.84
HCKT,13.58,Consumer%2bServices,20.27,32.02,0.67,2.37,0.79,1
INTG,27,Consumer%2bServices,,,,N/A,,
LOVE,24.59,Consumer%2bServices,NE,NE,-1,-.87,-1.04,1
MEET,6.2,Consumer%2bServices,56.36,11.94,0.11,.50,0.36,3
MIK,6.84,Consumer%2bServices,5.9,6.85,1.16,5.44,2.11,3.06
STKS,1.89,Consumer%2bServices,3.71,NE,0.51,.00,0.1,3
PRSC,78.76,Consumer%2bServices,112.51,31.46,0.70,.03,1.65,1
REAL,13.95,Consumer%2bServices,NE,NE,-3.82,-.01,-1.97,1.54
RMR,31.22,Consumer%2bServices,16.97,16.15,1.84,.02,4.83,3.14
TRI,67.49,Consumer%2bServices,20.39,38.95,3.31,3.31,1.29,2.3
TDW,5.94,Consumer%2bServices,NE,NE,-3.55,.00,,2
TIF,120.88,Consumer%2bServices,41.68,48.17,2.90,4.82,4.59,3
TLYS,5.7,Consumer%2bServices,40.71,NE,0.14,-1.92,0.78,1.5
TITN,10.06,Consumer%2bServices,13.41,85.58,0.75,.09,0.79,2.33
TJX,52.64,Consumer%2bServices,38.42,82.23,1.37,7.83,2.67,1.22
CLUB,0.6759,Consumer%2bServices,NE,NE,-0.69,.00,-0.43,1
TSQ,5,Consumer%2bServices,,,,-2.18,999,2.67
TRTX,8.62,Consumer%2bServices,NE,NE,-1.74,-.01,1.76,1.71
TSCO,127.67,Consumer%2bServices,26.93,22.56,4.74,1.87,4.68,1.85
TWMC,6.5646,Consumer%2bServices,NE,,-57.41,N/A,,
TCI,36.15,Consumer%2bServices,NE,,-1.92,N/A,,
TZOO,6.36,Consumer%2bServices,18.17,,0.35,N/A,,3
TRMT,3.29,Consumer%2bServices,4.27,,0.77,N/A,,3
TY^,57.0297,Consumer%2bServices,,,,,,
TPCO,9.9,Consumer%2bServices,NE,NE,-1.61,-.01,-0.37,1
TPHS,1.69,Consumer%2bServices,NE,,-0.10,N/A,,
TOUR,1.1,Consumer%2bServices,NE,,-0.89,N/A,,
TRWH,23.12,Consumer%2bServices,32.11,NE,0.72,-.01,1.81,1.67
TWO,5.24,Consumer%2bServices,NE,8.07,-5.90,.01,1.37,1.57
PRTS,8.71,Consumer%2bServices,NE,NE,-0.81,-9.76,-0.89,1
UCL,16.4,Consumer%2bServices,,,,N/A,,
UDR,37.76,Consumer%2bServices,68.65,18.15,0.55,3.02,2.08,2.09
ULTA,212.19,Consumer%2bServices,28.25,44.78,7.51,3.12,11.91,1.67
UMH,12.68,Consumer%2bServices,NE,19.38,-1.13,.02,0.63,1.5
UNF,170.7,Consumer%2bServices,18.55,25.92,9.20,.03,8.52,2.5
UNIT,9.05,Consumer%2bServices,NE,5.29,-0.37,.01,2.08,2.33
UVV,42.29,Consumer%2bServices,14.79,,2.86,N/A,,
UHT,85.18,Consumer%2bServices,60.84,,1.40,N/A,,
UTI,7.2,Consumer%2bServices,26.67,32.90,0.27,2.19,-0.52,1.25
UONE,36.3,Consumer%2bServices,NE,,-0.43,N/A,,
UONEK,4.15,Consumer%2bServices,NE,,-0.43,N/A,,
URBN,16.92,Consumer%2bServices,NE,NE,-0.04,-1.66,1.97,2.38
UBA,11.99,Consumer%2bServices,25.51,9.80,0.47,.01,1.43,3
UBP,10.1,Consumer%2bServices,21.49,,0.47,N/A,,
MTN,182.34,Consumer%2bServices,46.52,64.89,3.92,.06,7.55,2
VEC,49.83,Consumer%2bServices,16.02,14.09,3.11,.01,3.21,1
VTR,35.8,Consumer%2bServices,17.05,12.57,2.10,4.19,3.85,3.25
VERB,1.04,Consumer%2bServices,NE,,-0.82,N/A,,1
VERBW,0.3,Consumer%2bServices,,,,,,
VER,6.78,Consumer%2bServices,NE,11.44,-0.37,.01,0.69,2.25
VRTV,16.58,Consumer%2bServices,NE,36.13,-0.20,.04,-1.84,1
VRRM,10.91,Consumer%2bServices,47.43,35.11,0.23,.04,0.65,1
VIAC,23.69,Consumer%2bServices,9.71,,2.44,,,
VIACA,26.12,Consumer%2bServices,10.7,,2.44,,,
VICI,22.48,Consumer%2bServices,26.76,14.30,0.84,.01,1.48,1.05
VLGEA,25.56,Consumer%2bServices,16.38,,1.56,N/A,,
VNCE,5.1,Consumer%2bServices,1.15,NE,4.44,.00,-0.14,
VIPS,21.19,Consumer%2bServices,26.16,17.83,0.81,.02,0.92,1.6
SPCE,15,Consumer%2bServices,NE,NE,-0.99,-.01,-1.09,1.25
VTSI,4.48,Consumer%2bServices,NE,65.00,-0.02,.07,-0.01,1
VNO,39.15,Consumer%2bServices,2.56,14.51,15.29,4.53,3.49,3.28
VSEC,27.78,Consumer%2bServices,9.14,,3.04,N/A,,1
WPC,68.96,Consumer%2bServices,39.41,15.03,1.75,1.73,5,2.11
GWW,303.01,Consumer%2bServices,21.66,20.68,13.99,2.15,17.29,2.47
WAFU,6.02,Consumer%2bServices,,,,N/A,,
WMT,119.85,Consumer%2bServices,22.79,23.93,5.26,4.52,4.93,1.68
DIS,114.35,Consumer%2bServices,38.63,78.91,2.96,12.57,5.77,2.14
WSG,2.2,Consumer%2bServices,NE,NE,-2.38,.00,-2.45,1.67
WMG,32.86,Consumer%2bServices,,,,N/A,,3
WPG,1,Consumer%2bServices,,,,.00,1.18,4
W,209.99,Consumer%2bServices,NE,NE,-11.50,-1.40,-10.65,2.82
WRI,18.51,Consumer%2bServices,7.52,10.71,2.46,4.54,2.1,2.2
WMK,46.56,Consumer%2bServices,15.62,,2.98,N/A,,
WELL,51,Consumer%2bServices,16.5,15.68,3.09,6.76,4.16,2.43
WEN,21.86,Consumer%2bServices,42.86,43.24,0.51,6.24,0.59,2
WMC,2.75,Consumer%2bServices,NE,3.84,-6.30,.00,1.21,3
WY,22.7,Consumer%2bServices,47.29,117.95,0.48,.12,0.39,1.67
WHLR,1.9,Consumer%2bServices,NE,,-2.60,N/A,,
WHLRD,11.5,Consumer%2bServices,,,,,,
WHLRP,7.2021,Consumer%2bServices,,,,,,
WSR,6.88,Consumer%2bServices,12.98,8.77,0.53,.01,1.06,2.5
WOW,6.4,Consumer%2bServices,18.82,15,0.34,.02,0.45,2.67
WHLM,4.4,Consumer%2bServices,NE,,-1.42,N/A,,
WLDN,23.31,Consumer%2bServices,NE,NE,-0.26,-.03,1.36,1
WSM,85.64,Consumer%2bServices,20.01,19.06,4.28,1.91,4.84,2.68
WING,131.77,Consumer%2bServices,178.07,118.30,0.74,10.75,0.73,1.63
WINA,170,Consumer%2bServices,21.3,,7.98,N/A,,
WWE,45.21,Consumer%2bServices,35.88,34.81,1.26,.03,0.85,2.25
WW,25.37,Consumer%2bServices,14.17,15.64,1.79,1.25,1.79,1.96
WYND,30.17,Consumer%2bServices,9.67,NE,3.12,-.34,5.62,1.25
WH,45.85,Consumer%2bServices,27.79,37.98,1.65,3.78,3.28,1
WYNN,86.79,Consumer%2bServices,NE,NE,-3.60,-.01,2.61,1.6
XHR,9.57,Consumer%2bServices,478.5,NE,0.02,-.08,2.19,2.48
XPO,79.18,Consumer%2bServices,22.88,71.23,3.46,7.22,4.03,1.56
XSPA,4.88,Consumer%2bServices,,,,N/A,,
YTRA,0.7739,Consumer%2bServices,NE,,-0.46,N/A,,
YELP,24.77,Consumer%2bServices,77.41,NE,0.32,-.03,0.52,3.08
DAO,34.7,Consumer%2bServices,,,,-.03,,1
YGYI,1.46,Consumer%2bServices,NE,,-1.24,N/A,,1
YGYIP,15.941,Consumer%2bServices,,,,,,
YUMC,51.31,Consumer%2bServices,35.88,46.66,1.43,4.92,1.88,1.75
YUM,88.26,Consumer%2bServices,24.65,32.19,3.58,2.61,3.55,2.61
YJ,2.68,Consumer%2bServices,NE,14.74,-0.43,.01,-1.31,3
ZAGG,3.14,Consumer%2bServices,NE,NE,-1.57,.00,,1.67
ZCMD,2.18,Consumer%2bServices,,,,N/A,,
ZVO,2.64,Consumer%2bServices,NE,24.90,-1.53,1.66,-0.47,1
ZUMZ,26.74,Consumer%2bServices,15.28,16,1.75,.02,2.62,2.14
TXG,88.14,Capital%2bGoods,,,,-.08,-0.8,1
AAON,53.38,Capital%2bGoods,42.7,40.75,1.25,.04,1.02,5
AIR,21.34,Capital%2bGoods,17.21,13.50,1.24,.01,2.36,1
AXDX,11.96,Capital%2bGoods,NE,NE,-1.53,-.01,-1.55,2.33
ACU,21.69,Capital%2bGoods,12.68,,1.71,N/A,,
ADNT,17.19,Capital%2bGoods,NE,NE,-5.45,-.90,1.63,2.44
WMS,49.37,Capital%2bGoods,NE,31.81,-3.67,.71,-3.21,1.4
AEIS,66.56,Capital%2bGoods,37.6,26.37,1.77,.03,2.3,2.71
AEHR,1.98,Capital%2bGoods,,,,N/A,,
AJRD,39.05,Capital%2bGoods,24.41,24.13,1.60,.02,1.56,1.8
AVAV,67.59,Capital%2bGoods,55.4,39.40,1.22,1.58,1.48,2
AEMD,2.65,Capital%2bGoods,NE,NE,-4.57,.00,-5.1,
AGCO,54.24,Capital%2bGoods,33.9,23.66,1.60,6.41,4.44,2
UAVS,1.25,Capital%2bGoods,,,,N/A,,
A,88.73,Capital%2bGoods,40.89,28.92,2.17,2.89,3.11,2
AIRI,1.16,Capital%2bGoods,,,,-.04,999,2
ALG,98,Capital%2bGoods,18.35,20.45,5.34,2.05,5.92,1.5
AMOT,34.78,Capital%2bGoods,19.87,40,1.75,4,1.89,1.5
ALSN,36.61,Capital%2bGoods,7.64,15.51,4.79,1.55,4.86,2.2
ALTG,8.83,Capital%2bGoods,,,,11.59,-0.56,1.5
AIMC,31.31,Capital%2bGoods,NE,16.83,-0.38,1.12,2.86,1.4
AXL,7.38,Capital%2bGoods,NE,NE,-9.14,-.53,1.62,2.25
AP,3.26,Capital%2bGoods,NE,NE,-0.14,-.01,0.37,
APH,97.03,Capital%2bGoods,26.44,32.76,3.67,4.41,3.74,2.04
APOG,21.98,Capital%2bGoods,9.47,10.22,2.32,.94,,2.33
APTV,77.73,Capital%2bGoods,8.57,83.27,9.07,7.61,4.8,1.47
ACA,40.83,Capital%2bGoods,16.94,18.28,2.41,5.38,2.35,1.4
ARTW,2.59,Capital%2bGoods,NE,,-0.29,N/A,,
ASTE,45.505,Capital%2bGoods,36.12,34.73,1.26,.03,1.55,2.5
ATRO,10.09,Capital%2bGoods,NE,NE,-3.03,-1.41,0.91,3.67
ASTC,2.66,Capital%2bGoods,NE,,-1.36,N/A,,
ALV,63.1,Capital%2bGoods,12.96,20.33,4.87,.02,5.72,2.55
